timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1456704147950193,-6,0,4,0,1,3,22,-2
1456704147950193,12,10,-10,0,1,-1,-16,2
1456704147962192,0,-11,7,-1,-3,-5,-2,-5
1456704147962192,-14,9,4,-2,-3,-3,5,-4
1456704147971192,-6,2,1,-3,-3,-3,-5,-4
1456704147971192,-5,0,-4,1,-3,-1,-17,-3
1456704147985494,-6,-11,-6,-6,-3,-1,13,2
1456704147985494,6,-2,-3,0,-1,-1,-13,2
1456704147992196,2,-1,8,-1,0,1,14,-18
1456704147992196,-20,-6,-16,-3,-2,-5,-24,14
1456704148008195,8,0,4,3,2,3,9,10
1456704148008195,3,-5,-3,1,1,0,13,-6
1456704148010195,3,9,12,-1,-4,-4,-13,-6
1456704148010195,3,7,-29,-4,-3,-3,-6,-5
1456704148022212,-7,-30,6,0,-2,-2,-5,0
1456704148022212,5,-8,1,3,0,1,-3,-2
1456704148031213,-6,-3,-4,-2,-2,-2,-1,4
1456704148031213,3,-6,14,-2,0,1,-8,-2
1456704148045487,-4,14,-2,0,-1,-2,-2,-1
1456704148045487,-2,-5,-6,-8,-4,-2,4,-8
1456704148052221,7,6,1,1,1,-1,-13,6
1456704148052221,4,7,-1,-3,-2,-1,0,1
1456704148068223,-6,-10,-4,0,1,-1,-12,-8
1456704148068223,-3,-10,-1,-3,-2,0,18,-5
1456704148070223,1,-2,-3,0,0,0,-7,2
1456704148070223,-1,-1,7,-2,-4,-2,-4,5
1456704148082485,1,4,-3,-4,-3,-1,18,-9
1456704148082485,1,5,-13,-1,1,0,-12,5
1456704148091228,-3,5,13,1,-1,-2,-4,-9
1456704148091228,-1,-11,2,-3,-1,0,3,1
1456704148105488,0,8,8,-1,-1,0,-9,-3
1456704148105488,5,-13,-26,-4,1,-1,0,3
1456704148112225,6,6,13,1,-1,0,15,15
1456704148112225,-1,2,-8,-3,-3,-3,-9,-9
1456704148128251,11,-1,2,-4,-4,0,1,1
1456704148128251,-2,-2,2,1,1,0,13,2
1456704148130252,-5,10,12,-1,-3,-1,-12,-2
1456704148130252,-1,-18,-22,-5,-1,0,10,-1
1456704148142260,-9,-2,12,-1,-1,-5,-2,4
1456704148142260,1,4,-1,0,-3,-3,-31,-7
