timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1456703942336856,-9,-1,-8,-3,-2,-2,-16,-6
1456703942344865,3,-5,2,2,2,1,10,2
1456703942344865,-7,-6,-9,-5,-2,-2,4,3
1456703942359867,4,14,15,2,3,1,-14,9
1456703942359867,4,0,15,4,1,2,47,-1
1456703942360866,-1,-12,-6,-6,-1,-4,-25,-3
1456703942360866,-1,8,-2,-2,-3,0,20,-1
1456703942373867,-1,-5,-25,-2,-4,-3,-8,-7
1456703942373867,-3,5,24,-3,-1,-1,-11,-1
1456703942381867,-2,-1,-5,2,-1,-1,-4,2
1456703942381867,1,3,0,0,1,-1,-6,-3
1456703942396869,1,-3,-2,3,-2,-2,-1,-2
1456703942396869,-3,-5,-16,-5,-2,-2,-7,-1
1456703942404869,0,-1,0,-3,-3,0,5,-2
1456703942404869,-2,-4,-2,1,-2,-2,-12,-4
1456703942420087,1,2,7,-1,0,0,9,0
1456703942420087,0,6,-5,0,1,3,-1,0
1456703942421056,-2,-2,3,-3,-5,-3,2,0
1456703942421056,-2,-2,0,-1,-3,-2,2,-1
1456703942434083,-4,0,6,13,4,-1,-2,-2
1456703942434083,6,2,-2,-19,-5,0,0,1
1456703942441652,-5,-17,-8,14,2,-1,1,-3
1456703942441652,0,1,-4,-5,-4,-1,-3,-5
1456703942456868,3,10,-12,-11,0,-1,-6,-5
1456703942456868,-6,-1,-9,9,1,1,10,1
1456703942464586,5,3,-1,-13,-2,0,3,3
1456703942464586,0,-7,-9,-1,3,0,0,2
1456703942479587,-3,-4,4,-8,-3,-2,1,-2
1456703942479587,-3,-3,-6,4,-3,-3,-6,-7
1456703942480587,1,6,3,0,2,0,2,0
1456703942480587,-5,-15,-1,-1,-3,-3,0,-1
1456703942493801,-3,4,18,0,-1,-2,-4,-6
1456703942493801,4,3,-27,-8,-3,-3,-5,0
1456703942501864,-7,-5,0,-3,-4,-3,-4,-2
1456703942501864,8,-1,11,3,0,-1,-5,-2
1456703942516661,-4,-5,-6,-6,-3,-2,0,-2
1456703942516661,-3,-10,-6,0,-2,-1,-6,-1
1456703942525102,1,8,5,3,-2,-2,1,-1
1456703942525102,2,4,-5,-9,-1,-1,0,-2
1456703942540045,-4,-4,-5,4,-2,-1,0,0
1456703942540045,-1,-5,-8,-2,0,-2,1,0
1456703942541037,-2,1,8,0,0,-1,-4,1
1456703942541037,-1,-3,-8,0,2,-3,-5,-5
1456703942554032,4,-5,6,3,-1,1,14,4
1456703942554032,-10,6,0,0,-4,-1,-17,-2
1456703942561811,-4,-8,-11,-1,0,0,4,-8
1456703942561811,4,8,-10,-4,-2,-1,-4,1
1456703942576806,-1,-6,4,6,0,-1,0,7
1456703942576806,-1,-7,-21,-4,-1,-2,-5,-4
1456703942585033,1,-4,-1,-3,0,0,-2,-1
1456703942585033,-5,7,11,2,-4,-2,-1,2
1456703942600059,-1,1,21,5,-1,-3,-1,-7
1456703942600059,2,-1,6,-6,-4,-3,-3,1
1456703942601018,1,-5,-1,-1,-1,-3,-2,1
1456703942601018,1,-2,-4,0,0,0,1,0
1456703942613812,-3,1,-7,-4,-1,-1,-1,-1
1456703942613812,-2,-7,2,-3,-4,-3,1,-1
1456703942622147,1,5,2,0,-1,-1,-2,-8
1456703942622147,-12,-4,1,-4,-3,-2,-4,-8
1456703942636722,0,-2,-12,-1,-2,-1,-7,7
1456703942636722,-4,3,10,5,0,-2,-3,-3
1456703942644670,4,2,-2,-3,0,2,18,6
1456703942644670,0,1,9,1,-1,0,2,-2
1456703942660031,-4,-6,-13,0,1,-2,-2,-4
1456703942660031,4,6,-17,-7,-1,-3,-8,-4
1456703942660664,-2,5,11,3,0,-1,-6,-1
1456703942660664,0,-7,7,3,-2,-1,2,3
1456703942675667,-2,3,-9,-2,-1,-2,-3,-10
1456703942675667,1,-8,1,-1,1,-2,0,2
1456703942681667,-2,6,-2,2,1,0,0,-1
1456703942681667,2,3,-5,-6,-5,-1,1,4
1456703942696667,0,-11,-14,-21,-5,-3,-2,-2
1456703942696667,-1,-2,14,18,4,-1,4,2
1456703942704959,-2,-5,-3,1,-1,-2,-5,-4
1456703942704959,0,-2,-5,2,2,-1,-2,-4
1456703942719739,-3,3,13,0,-6,-2,-1,6
1456703942719739,-1,3,-10,-11,-5,-3,1,-5
1456703942720705,-2,-4,-2,-1,0,-1,-2,0
1456703942720705,2,-2,-3,2,1,-2,-2,-5
1456703942733918,-3,4,-13,1,-2,-3,-1,6
1456703942733918,6,-3,13,-3,0,2,6,1
1456703942742051,-2,-1,10,-3,-3,-2,-3,-1
1456703942742051,0,-2,-5,-5,-2,-1,-4,0
1456703942757049,-1,4,-1,2,2,-1,-2,-7
1456703942757049,-3,1,-3,-2,-3,0,-1,0
1456703942762952,-4,-11,-9,3,1,-1,-1,-2
1456703942762952,-2,-3,11,3,-3,-2,-14,-5
1456703942779167,5,-1,1,0,1,1,5,-2
1456703942779167,-11,-6,-2,-2,-1,-1,-6,-1
1456703942781084,1,0,-3,-6,-2,-1,1,-2
1456703942781084,-1,-5,4,1,-2,-2,-1,1
1456703942794027,-1,3,-2,6,1,-2,-2,-3
1456703942794027,5,-5,1,-6,-2,-2,-2,1
1456703942801166,-7,0,13,4,-4,-3,-8,-4
1456703942801166,-5,2,-15,-1,-1,-2,3,-1
1456703942817033,2,-15,-18,-3,-2,1,-4,0
1456703942817033,2,-3,34,5,0,-2,24,-2
1456703942824933,-11,1,-5,-6,-3,-2,-2,2
